full_text,tokenized_text
april i hope this letter somehow always finds you you are a bowl of sliced fruits voice sweet like a ripe green melon but meeting you was also sour like tangerine as i realize why do i fall for you this much you are soft like a peach,"['april', 'i', 'hope', 'this', 'letter', 'somehow', 'always', 'finds', 'you', 'you', 'are', 'a', 'bowl', 'of', 'sliced', 'fruits', 'voice', 'sweet', 'like', 'a', 'ripe', 'green', 'melon', 'but', 'meeting', 'you', 'was', 'also', 'sour', 'like', 'tangerine', 'as', 'i', 'realize', 'why', 'do', 'i', 'fall', 'for', 'you', 'this', 'much', 'you', 'are', 'soft', 'like', 'a', 'peach']"
  bisa ditanya tanyain terkait pembuatan essay beasiswa sobat bumi  ,"['tanyain', 'terkait', 'pembuatan', 'essay', 'beasiswa', 'sobat', 'bumi']"
kenapaa yaaaaa rumput tetangga selalu keliatann lebih segerr wkwkwk,"['kenapaa', 'yaaaaa', 'rumput', 'tetangga', 'keliatann', 'segerr', 'wkwkwk']"
ikut makrab yaynay gua yakin sih ujungnya pasti bakal kumpul ama sirkel sendiri,"['makrab', 'yaynay', 'gua', 'sih', 'ujungnya', 'kumpul', 'ama', 'sirkel']"
 lebarannya jumat sholat idul fitri dimna,"['lebarannya', 'jumat', 'sholat', 'idul', 'fitri', 'dimna']"
di manarul biasanya  sholat id ngga  apkh taun ini sholat id nya bakal diadain dua kali,"['manarul', 'sholat', 'id', 'ngga', 'apkh', 'taun', 'sholat', 'id', 'nya', 'diadain', 'kali']"
interview bayucraka pake ingindo,"['interview', 'bayucraka', 'pake', 'ingindo']"
 mau minta tolong buat isiin jaras talkshow kepenulisan  nanti buat  beruntung bakal dapet shopeepay k dari kita buat link nya aku taruh di komen  makasi banyak,"['tolong', 'isiin', 'jaras', 'talkshow', 'kepenulisan', 'beruntung', 'dapet', 'shopeepay', 'k', 'link', 'nya', 'taruh', 'komen', 'makasi']"
,[]
info jasa buat teks broadcast maafan idul fitri  anti mainstream,"['info', 'jasa', 'teks', 'broadcast', 'maafan', 'idul', 'fitri', 'anti', 'mainstream']"
  bisa jastip tiket tedx nggak takut kehabisan,"['jastip', 'tiket', 'tedx', 'nggak', 'takut', 'kehabisan']"
   lagi jual motor  mungkin    udh lulus kmrin,"['jual', 'motor', 'udh', 'lulus', 'kmrin']"
saran freelance    bu bgt,"['saran', 'freelance', 'bu', 'bgt']"
 bermaksud membandingkan,['membandingkan']
mutualan spotify yuk,"['mutualan', 'spotify', 'yuk']"
 libur semester kapan,"['libur', 'semester']"
pa maksut perir tapi di luar terang benderang,"['pa', 'maksut', 'perir', 'terang', 'benderang']"
tadi lewat timeline ku,"['timeline', 'ku']"
ayo drop ig angkatan kalian  kece itu ,"['ayo', 'drop', 'ig', 'angkatan', 'kece']"
dari semua perbedaan kenapa harus beda keyakinan,"['perbedaan', 'beda', 'keyakinan']"
    punya novel bumi seriesnya tere liye kalo adaa  punya boleh dipinjem  yaa,"['novel', 'bumi', 'seriesnya', 'tere', 'liye', 'kalo', 'adaa', 'dipinjem', 'yaa']"
info penerjemah tersumpah guyss sama pricelistnyaa,"['info', 'penerjemah', 'tersumpah', 'guyss', 'pricelistnyaa']"
inpo merk jas hujan  bagus  awet no sobek,"['inpo', 'merk', 'jas', 'hujan', 'bagus', 'awet', 'no', 'sobek']"
tips n trik jual hp di wtc  guys,"['tips', 'n', 'trik', 'jual', 'hp', 'wtc', 'guys']"
morniinggg guysss hope yall happier and healthier,"['morniinggg', 'guysss', 'hope', 'yall', 'happier', 'and', 'healthier']"
haii aroha,"['haii', 'aroha']"
 kalo msh online wa jam segini biasanya ngapain,"['kalo', 'msh', 'online', 'wa', 'jam', 'segini', 'ngapain']"
tips n trik jual hp di wtf  guys,"['tips', 'n', 'trik', 'jual', 'hp', 'wtf', 'guys']"
sepenting itukah pacaran ketika kuliah,"['sepenting', 'pacaran', 'kuliah']"
kalau  tags  dihapus di get contact tuh keliatan keterangannya nggaa,"['tags', 'dihapus', 'get', 'contact', 'tuh', 'keliatan', 'keterangannya', 'nggaa']"
spill unpopular opinion kalian seputar  ngebuat kalian  di posisi,"['spill', 'unpopular', 'opinion', 'seputar', 'ngebuat', 'posisi']"
guys pembeliaan apapun di shopee itu pasti bisa dikembaliin  as long as belum pencet sudah menerima pesanan so shopeepaynya blm diserahin sender mau beli sesuatu nih takut,"['guys', 'pembeliaan', 'apapun', 'shopee', 'dikembaliin', 'as', 'long', 'as', 'pencet', 'menerima', 'pesanan', 'so', 'shopeepaynya', 'blm', 'diserahin', 'sender', 'beli', 'nih', 'takut']"
  daftar beasiswa djarum plus ngga ini cara minta suratnya gimana yaa,"['daftar', 'beasiswa', 'djarum', 'plus', 'ngga', 'suratnya', 'gimana', 'yaa']"
eh ,['eh']
,[]
saran liburan buat  ,"['saran', 'liburan']"
kepo deh gimana cara kerja divisi sponsorship,"['kepo', 'deh', 'gimana', 'kerja', 'divisi', 'sponsorship']"
 blm pulang   mau ke cafelar bareng  malem ini,"['blm', 'pulang', 'cafelar', 'bareng', 'malem']"
kira mesjid sekitaran its  solat ied nya hari jumat tgl dimana yaa,"['mesjid', 'sekitaran', 'its', 'solat', 'ied', 'nya', 'jumat', 'tgl', 'dimana', 'yaa']"
saran salon   masih ngotak  harganya terserah daerah pusat atau  timur,"['saran', 'salon', 'ngotak', 'harganya', 'terserah', 'daerah', 'pusat', 'timur']"
menurut kalian worth it kah di kamar  kulkas kecil,"['worth', 'it', 'kah', 'kamar', 'kulkas']"
  mau jual iphone x nya,"['jual', 'iphone', 'x', 'nya']"
disini   gak pulkam olahraga bareng yuk mengisi kebosanan dan kesepian di kos,"['gak', 'pulkam', 'olahraga', 'bareng', 'yuk', 'mengisi', 'kebosanan', 'kesepian', 'kos']"
 permisi  orang bandung   tau gak rental mobil di bandung dimana yaa,"['permisi', 'orang', 'bandung', 'tau', 'gak', 'rental', 'mobil', 'bandung', 'dimana', 'yaa']"
beli iphone bekas second  terpercaya dimanaa,"['beli', 'iphone', 'bekas', 'second', 'terpercaya', 'dimanaa']"
jual hp enaknya di marina  hi tech mall ,"['jual', 'hp', 'enaknya', 'marina', 'hi', 'tech', 'mall']"
 kalo naik kereta jurusan ke jember itu berangkat dari gubeng lama atau baru  first time naik kereta jadi masi asing banget,"['kalo', 'kereta', 'jurusan', 'jember', 'berangkat', 'gubeng', 'first', 'time', 'kereta', 'masi', 'asing', 'banget']"
kalian pada pake lampu apq buat di kos,"['pake', 'lampu', 'apq', 'kos']"
kalian   pake hijab,"['pake', 'hijab']"
disini   pernah beli di itsfood  aku mau nanya d,"['beli', 'itsfood', 'nanya', 'd']"
mau nanya ,['nanya']
menurut kalian pdkt biasanya berapa lama ,['pdkt']
,[]
 kalian liat info discount kai di twitter  instagram,"['liat', 'info', 'discount', 'kai', 'twitter', 'instagram']"
  bawa buku mat pulang liburan engga  atau   masi di kos sender mau minta tolong fotoin soal thr kelas sender,"['bawa', 'buku', 'mat', 'pulang', 'liburan', 'engga', 'masi', 'kos', 'sender', 'tolong', 'fotoin', 'thr', 'kelas', 'sender']"
  pernah beli parfum racikan depan sakinah itu  harganya berapaan ,"['beli', 'parfum', 'racikan', 'sakinah', 'harganya', 'berapaan']"
tiap   nelpon tuh mesti dibilang suaranya  jelas dan sering krusuk krusuk gitu kira kira kenapa ,"['nelpon', 'tuh', 'mesti', 'dibilang', 'suaranya', 'krusuk', 'krusuk', 'gitu']"
permisi  ,['permisi']
di akun satusehatku kok kecatetnya udah booster x ,"['akun', 'satusehatku', 'kecatetnya', 'udah', 'booster', 'x']"
iphone psstore kok bisa murah banget ,"['iphone', 'psstore', 'murah', 'banget']"
serius nanya,"['serius', 'nanya']"
pernah gasih punya pacar kayak gabisa grow up bareng,"['gasih', 'pacar', 'kayak', 'gabisa', 'grow', 'up', 'bareng']"
yuk donasi untuk adik adik ini ,"['yuk', 'donasi', 'adik', 'adik']"
boleh minta tolong sarannya,"['tolong', 'sarannya']"
info kos cewek sekitar blok j,"['info', 'kos', 'cewek', 'blok', 'j']"
ayo mutualan spotify,"['ayo', 'mutualan', 'spotify']"
pliss   tau ngilangin pesing di sofaaa gaa kucingku pipis di sofaaa mana abis ini lebarannn,"['pliss', 'tau', 'ngilangin', 'pesing', 'sofaaa', 'gaa', 'kucingku', 'pipis', 'sofaaa', 'abis', 'lebarannn']"
berarti masuk tgl mei  ,"['masuk', 'tgl', 'mei']"
 kelanjutannya    kmrn bursa karir,"['kelanjutannya', 'kmrn', 'bursa', 'karir']"
buat  gk pulang atau masi daerah ini sarpras sama securitynya masi berjaga kah,"['gk', 'pulang', 'masi', 'daerah', 'sarpras', 'securitynya', 'masi', 'berjaga', 'kah']"
guys   punya kontaknya administrasi skpb gak yaaa,"['guys', 'kontaknya', 'administrasi', 'skpb', 'gak', 'yaaa']"
pwk nrp udah mudik  belum ,"['pwk', 'nrp', 'udah', 'mudik']"
,[]
ingfo tempat   jual dendeng buat bukaselain sederhana,"['ingfo', 'jual', 'dendeng', 'bukaselain', 'sederhana']"
kalo misal aku jualan pulsatoken listrik kira kira   beli   soalnya kan  wifi,"['kalo', 'jualan', 'pulsatoken', 'listrik', 'beli', 'wifi']"
absen  gak pulang,"['absen', 'gak', 'pulang']"
mbamas skor utbk an bisa lolos bio  yaa ,"['mbamas', 'skor', 'utbk', 'an', 'lolos', 'bio', 'yaa']"
 ini kan libur,['libur']
   tau  laundry  masih buka di mana,"['tau', 'laundry', 'buka']"
ini sender bener bener sendirian kah di kost kalo malam genre nya berubah jadi hororthriller,"['sender', 'bener', 'bener', 'kah', 'kost', 'kalo', 'malam', 'genre', 'nya', 'berubah', 'hororthriller']"
  tau pengumuman osits kapan,"['tau', 'pengumuman', 'osits']"
gs its expo kapan direveal,"['gs', 'its', 'expo', 'direveal']"
 bayar asrama gitu bisa transfer lewat atmmbanking selain br ngga misal kaya dari mandiri gitu mungkin kalo   pernah bisa rep ,"['bayar', 'asrama', 'gitu', 'transfer', 'atmmbanking', 'br', 'ngga', 'kaya', 'mandiri', 'gitu', 'kalo', 'rep']"
met magang hari ini ganteng,"['met', 'magang', 'ganteng']"
saran aplikasi buat ngedit video ,"['saran', 'aplikasi', 'ngedit', 'video']"
,[]
kepo nih  pulkam pada balik  kapan,"['kepo', 'nih', 'pulkam']"
the sunlight will kiss your skin gently,"['the', 'sunlight', 'will', 'kiss', 'your', 'skin', 'gently']"
april please let me send a letter for someone i admire the most recently he studies here i hope one day he will be able to see this but if that does not happen,"['april', 'please', 'let', 'me', 'send', 'a', 'letter', 'for', 'someone', 'i', 'admire', 'the', 'most', 'recently', 'he', 'studies', 'here', 'i', 'hope', 'one', 'day', 'he', 'will', 'be', 'able', 'to', 'see', 'this', 'but', 'if', 'that', 'does', 'not', 'happen']"
 mau tanya random aja kaliandi sekitat kalian    pernah ngalamin romance sama dosen endingnya gimana  utk  belum nikah onlyyy,"['random', 'aja', 'kaliandi', 'sekitat', 'ngalamin', 'romance', 'dosen', 'endingnya', 'gimana', 'utk', 'nikah', 'onlyyy']"
di jam pagi  ojek nggak ,"['jam', 'pagi', 'ojek', 'nggak']"
   nggak  laptopnya rusak gara terlalu sering dipake sambil dicharge,"['nggak', 'laptopnya', 'rusak', 'gara', 'dipake', 'dicharge']"
cara naik bus dr its ke cito rutenya gimana  makasih,"['bus', 'dr', 'its', 'cito', 'rutenya', 'gimana', 'makasih']"
   tau  wisma  di itu berapaan itu sewanya bisa per hari yaa makasii semuaa,"['tau', 'wisma', 'berapaan', 'sewanya', 'yaa', 'makasii', 'semuaa']"
  mau ikutan sit sandwich student exchange program for fall semester kalo  like twit ini yaa guys mau nanyananya,"['ikutan', 'sit', 'sandwich', 'student', 'exchange', 'program', 'for', 'fall', 'semester', 'kalo', 'like', 'twit', 'yaa', 'guys', 'nanyananya']"
 lek pinjem teater a wes include proyektor,"['lek', 'pinjem', 'teater', 'a', 'wes', 'include', 'proyektor']"
info beasiswa  masi buka,"['info', 'beasiswa', 'masi', 'buka']"
misi  mo tanya ,"['misi', 'mo']"
apakah mendeley error,"['mendeley', 'error']"
selamat ,['selamat']
gais aku nemu skripsi digoogle cm bab nya tp aku butuh keseluruhannya gmn  nyarinya,"['gais', 'nemu', 'skripsi', 'digoogle', 'cm', 'bab', 'nya', 'tp', 'butuh', 'gmn', 'nyarinya']"
susah bgt nyari gojek sampe takut ketinggalan kereta,"['susah', 'bgt', 'nyari', 'gojek', 'sampe', 'takut', 'ketinggalan', 'kereta']"
kalo mau buka tawarih di manarul hari ini,"['kalo', 'buka', 'tawarih', 'manarul']"
oprec staff  masi buka selain ukm expo  yaa,"['oprec', 'staff', 'masi', 'buka', 'ukm', 'expo', 'yaa']"
anak bangkit   masih butuh ml gaa,"['anak', 'bangkit', 'butuh', 'ml', 'gaa']"
info laundry di perumdos ,"['info', 'laundry', 'perumdos']"
nunda terima kasih,"['nunda', 'terima', 'kasih']"
its itu sering  perpanjangan,"['its', 'perpanjangan']"
kok kayaknya hampir semua oprec staff kepanitiaan tuh  perpanjangan  tanpa bermaksud menjatuhkan pihak manapun,"['kayaknya', 'oprec', 'staff', 'kepanitiaan', 'tuh', 'perpanjangan', 'menjatuhkan', 'manapun']"
absen duluu dongg    ikutt msib batch,"['absen', 'duluu', 'dongg', 'ikutt', 'msib', 'batch']"
perpus masih buka  ,"['perpus', 'buka']"
saran hadiah buat temen  jurusan teknik ,"['saran', 'hadiah', 'temen', 'jurusan', 'teknik']"
,[]
info kehilangan motor vario hitam dengan nopol l aaq telah hilang pada tanggal april pagi hari pada kawasan apartemen puncak kertajaya  bagi  menemukan tolong diberhentikan dan diinfokan ke nomor berikut jones,"['info', 'kehilangan', 'motor', 'vario', 'hitam', 'nopol', 'l', 'aaq', 'hilang', 'tanggal', 'april', 'pagi', 'kawasan', 'apartemen', 'puncak', 'kertajaya', 'menemukan', 'tolong', 'diberhentikan', 'diinfokan', 'nomor', 'jones']"
  jam siang ke bandara juanda gak  kalo  siapa tau mau gocar barenggann plis rep twt ini yaa makasiii,"['jam', 'siang', 'bandara', 'juanda', 'gak', 'kalo', 'tau', 'gocar', 'barenggann', 'plis', 'rep', 'twt', 'yaa', 'makasiii']"
akun newtownsi masih kosong gak ,"['akun', 'newtownsi', 'kosong', 'gak']"
  mudik atau pulkam ke daerah blitar kalo naik bis,"['mudik', 'pulkam', 'daerah', 'blitar', 'kalo', 'bis']"
abis pulkam akhirnya bisa sahur telat,"['abis', 'pulkam', 'sahur', 'telat']"
 kemarin   ikut rekrutmen bersama skk migas gak  bersamaan dgn bursa karir  info lanjutan   sender dari kmrn masi profile screening muluu,"['kemarin', 'rekrutmen', 'skk', 'migas', 'gak', 'bersamaan', 'dgn', 'bursa', 'karir', 'info', 'lanjutan', 'sender', 'kmrn', 'masi', 'profile', 'screening', 'muluu']"
tutorial tidur cepat plishshsh,"['tutorial', 'tidur', 'cepat', 'plishshsh']"
apakah   dulu smt bindo nya sama bu eka dian sender pengen tanyatanya,"['smt', 'bindo', 'nya', 'bu', 'eka', 'dian', 'sender', 'pengen', 'tanyatanya']"
petirnya serasa lagi marah banget  sender sampe kebangun,"['petirnya', 'serasa', 'marah', 'banget', 'sender', 'sampe', 'kebangun']"
guys hopper di stranger things main lagi ,"['guys', 'hopper', 'stranger', 'things', 'main']"
 mau nanya,['nanya']
buat kalian  sering insecure ngeliat  lain di medsos,"['insecure', 'ngeliat', 'medsos']"
  minat lomba kti nya its expo,"['minat', 'lomba', 'kti', 'nya', 'its', 'expo']"
  preloved setrika   butuh pas masuk abis lebaran,"['preloved', 'setrika', 'butuh', 'pas', 'masuk', 'abis', 'lebaran']"
t i t i p a n ayang nrp,"['t', 'i', 't', 'i', 'p', 'a', 'n', 'ayang', 'nrp']"
mau nanya beneran no salty plis,"['nanya', 'beneran', 'no', 'salty', 'plis']"
,[]
 sendirian naik bus jam malem di purabaya,"['bus', 'jam', 'malem', 'purabaya']"
 manarul ambil kupon bisa mulai jam berapa dan selesai terawih jam berapa biasanya,"['manarul', 'ambil', 'kupon', 'jam', 'selesai', 'terawih', 'jam']"
,[]
 mau nanya  sertif tes bahasa inggris dari its tuh selain sebagai syarat lulus,"['nanya', 'sertif', 'tes', 'bahasa', 'inggris', 'its', 'tuh', 'syarat', 'lulus']"
yuk calon calon anak sponsorship atau  minat terkait sponsorship bisa belajar bareng bikin proposalnya nih,"['yuk', 'calon', 'calon', 'anak', 'sponsorship', 'minat', 'terkait', 'sponsorship', 'belajar', 'bareng', 'bikin', 'proposalnya', 'nih']"
hidden reply nya ko gtu,"['hidden', 'reply', 'nya', 'ko', 'gtu']"
,[]
info kehilangan stnk motor dengan nopol b erk,"['info', 'kehilangan', 'stnk', 'motor', 'nopol', 'b', 'erk']"
awardee iisma dari its proudd,"['awardee', 'iisma', 'its', 'proudd']"
 info tempat cangs enak  buka sampe pagi ,"['info', 'cangs', 'enak', 'buka', 'sampe', 'pagi']"
masmbak  sebelumnya udah pernah di ukm expo  tips n trik biar keterima berkasnya gak  sama aku masih bingung daftar di divisi mana,"['masmbak', 'udah', 'ukm', 'expo', 'tips', 'n', 'trik', 'biar', 'keterima', 'berkasnya', 'gak', 'bingung', 'daftar', 'divisi']"
klo pulkam ngerasa gapunya tmn garagara pada pulkam semua,"['klo', 'pulkam', 'ngerasa', 'gapunya', 'tmn', 'garagara', 'pulkam']"
  bole spill atau saran tentang cv nya  yaaa khususnya buat sender  minim pengalaman timakasi sooooo matcha lt,"['bole', 'spill', 'saran', 'cv', 'nya', 'yaaa', 'sender', 'minim', 'pengalaman', 'timakasi', 'sooooo', 'matcha', 'lt']"
rpl beban  semua,"['rpl', 'beban']"
haloo kirakira disini   bersedia isi survey   sender lagi butuh responden khusus anak ftirs,"['haloo', 'kirakira', 'bersedia', 'isi', 'survey', 'sender', 'butuh', 'responden', 'khusus', 'anak', 'ftirs']"
mohon infonya kost putri di perumdos  lagi kosong max budget juta,"['mohon', 'infonya', 'kost', 'putri', 'perumdos', 'kosong', 'max', 'budget', 'juta']"
drop playlist spotify mu,"['drop', 'playlist', 'spotify', 'mu']"
rekomen tempat beli oleh oleh dongg,"['rekomen', 'beli', 'dongg']"
  mau dman ,['dman']
di keputih  kos putra  non ac kamar mandi dalam  kira kira berapa  per bulannya makasi,"['keputih', 'kos', 'putra', 'non', 'ac', 'kamar', 'mandi', 'bulannya', 'makasi']"
permisii    punyaa info kostan putri di sekitar daerah mulyosbme ngga yaa,"['permisii', 'punyaa', 'info', 'kostan', 'putri', 'daerah', 'mulyosbme', 'ngga', 'yaa']"
right through your heart,"['right', 'through', 'your', 'heart']"
,[]
,[]
cara tau   lg deketin kita itu serius amp bukan buaya gmn ,"['tau', 'lg', 'deketin', 'serius', 'amp', 'buaya', 'gmn']"
ppp ayang   mau nonton jesus revolution gaa,"['ppp', 'ayang', 'nonton', 'jesus', 'revolution', 'gaa']"
 info kegiatan di kosan ,"['info', 'kegiatan', 'kosan']"
parkiran geomat kalo libur lebaran besok buka gak  siang gitu,"['parkiran', 'geomat', 'kalo', 'libur', 'lebaran', 'besok', 'buka', 'gak', 'siang', 'gitu']"
service laptop di service center tuh lebih mahal  lebih murah  biasanya  standar aja,"['service', 'laptop', 'service', 'center', 'tuh', 'mahal', 'murah', 'standar', 'aja']"
permisi  mau tanya install ulang windows k itu mahal ta standar,"['permisi', 'install', 'ulang', 'windows', 'k', 'mahal', 'ta', 'standar']"
wdyt about anak desain interior,"['wdyt', 'about', 'anak', 'desain', 'interior']"
mau tanya ke   angkatan ke atas,['angkatan']
kangen   mesin,"['kangen', 'mesin']"
masmas act of servicenya beneran gaada obat ditraktir makan aja sy baper apalagi ini dianterin ke bandara dini hari,"['masmas', 'act', 'of', 'servicenya', 'beneran', 'gaada', 'obat', 'ditraktir', 'makan', 'aja', 'sy', 'baper', 'dianterin', 'bandara']"
guys kalian  pake behel  giginya juga jadi agak kuning,"['guys', 'pake', 'behel', 'giginya', 'kuning']"
guys shower di lt rumahku pelan bgt airnya,"['guys', 'shower', 'lt', 'rumahku', 'pelan', 'bgt', 'airnya']"
,[]
yahh kemaren paskah gabisa poto bareng ayang infor,"['yahh', 'kemaren', 'paskah', 'gabisa', 'poto', 'bareng', 'ayang', 'infor']"
 kalau kamu  suka sama temen sekelas duluan,"['suka', 'temen', 'sekelas', 'duluan']"
mau pny  elektro,"['pny', 'elektro']"
mohon bantuannya ,"['mohon', 'bantuannya']"
beruntung banget yaa jadi masalalumu,"['beruntung', 'banget', 'yaa', 'masalalumu']"
mohon bantuannya   nemu makasiiihh,"['mohon', 'bantuannya', 'nemu', 'makasiiihh']"
info  sedang mencari anggota tim,"['info', 'mencari', 'anggota', 'tim']"
mohon bantuannya ,"['mohon', 'bantuannya']"
kalian   lebaran  pulkam  sih  alasannya kenapa untuk  merayakan only,"['lebaran', 'pulkam', 'sih', 'alasannya', 'merayakan', 'only']"
petirnya astagah,"['petirnya', 'astagah']"
hlo pawrents salah satu kucing mesin   lagi sakit dan kami sedang open donasi jika   memiliki rezeki lebih dan ingin donasi,"['hlo', 'pawrents', 'salah', 'kucing', 'mesin', 'sakit', 'open', 'donasi', 'memiliki', 'rezeki', 'donasi']"
ngado temen   cocok   sender   bisa dikenang gitu lah,"['ngado', 'temen', 'cocok', 'sender', 'dikenang', 'gitu']"
 aku mau ikut lomba reaction chemweek,"['lomba', 'reaction', 'chemweek']"
promo kuy gasin daftar mumpung masih batch ni,"['promo', 'kuy', 'gasin', 'daftar', 'mumpung', 'batch', 'ni']"
 alumni spill model heels  nyaman buat wisuda  maaci,"['alumni', 'spill', 'model', 'heels', 'nyaman', 'wisuda', 'maaci']"
 barangkali   nemu stnk dengan plat nomer tersebut tolong kabarin  ,"['barangkali', 'nemu', 'stnk', 'plat', 'nomer', 'tolong', 'kabarin']"
user rafidem udah sold,"['user', 'rafidem', 'udah', 'sold']"
info   naik kereta argo  ps turigambir besok malam,"['info', 'kereta', 'argo', 'ps', 'turigambir', 'besok', 'malam']"
