full_text,tokenized_text
temenku tanya info preorder baju its emang    mana deh,"['temenku', 'info', 'preorder', 'baju', 'its', 'emang', 'deh']"
buat angkatan  lagi nyari info oprec kepanitiaan,"['angkatan', 'nyari', 'info', 'oprec', 'kepanitiaan']"
infoin oprec  lagi buka ,"['infoin', 'oprec', 'buka']"
info nomor ibu kos buat cewek sekitar  masi kosong,"['info', 'nomor', 'kos', 'cewek', 'masi', 'kosong']"
buat  kalian biasanya treatment dmn,"['treatment', 'dmn']"
  mau tanya,[]
info gympt  worth it ,"['info', 'gympt', 'worth', 'it']"
,[]
 lg skripsian balik  tanggal berapa,"['lg', 'skripsian', 'tanggal']"
  pernah ke maharani goa dan zoo itu  masjid buat jumatan nya  ,"['maharani', 'goa', 'zoo', 'masjid', 'jumatan', 'nya']"
siapa  udh balik ke  cungg,"['udh', 'cungg']"
info kontrakan sekitar ,"['info', 'kontrakan']"
   luvity ngga  di sini cari mutualan,"['luvity', 'ngga', 'cari', 'mutualan']"
siapa  muak sama diri sendiri cung,"['muak', 'cung']"
haii   udh lulus ge apps aplikasi untuk belajar bahasa inggris  disediain its bahasa belum  klo udh butuh brp lama  buat naik level klo rajin,"['haii', 'udh', 'lulus', 'ge', 'apps', 'aplikasi', 'belajar', 'bahasa', 'inggris', 'disediain', 'its', 'bahasa', 'klo', 'udh', 'butuh', 'brp', 'level', 'klo', 'rajin']"
besok sore   ke  lewat terminal soetta tidaa,"['besok', 'sore', 'terminal', 'soetta', 'tidaa']"
ditutup soalnya huhuu atauu,"['ditutup', 'huhuu', 'atauu']"
temen   pernah minta surat rekomendasi kampus untuk daftar beasiswa itu mintanya ke siapa  kadep sekdep atau tu terus kalau mintanya di pekan liburan gini kira aman ngga  terus teruss kira jadinya dalam berapa jamhari beasiswanya udh deket ini mau,"['temen', 'surat', 'rekomendasi', 'kampus', 'daftar', 'beasiswa', 'mintanya', 'kadep', 'sekdep', 'tu', 'mintanya', 'pekan', 'liburan', 'gini', 'aman', 'ngga', 'teruss', 'jamhari', 'beasiswanya', 'udh', 'deket']"
 balik dr medan tgl ke sapaa aja gess,"['dr', 'medan', 'tgl', 'sapaa', 'aja', 'gess']"
   tau  cara balikkin foto  udh ke hapus di kamera punyaku fotonya  sengaja ke hapus,"['tau', 'balikkin', 'foto', 'udh', 'hapus', 'kamera', 'punyaku', 'fotonya', 'sengaja', 'hapus']"
superindo deket its itu jual nasi ,"['superindo', 'deket', 'its', 'jual', 'nasi']"
gais   bisa bantuin sender login ke akun email its gaa,"['gais', 'bantuin', 'sender', 'login', 'akun', 'email', 'its', 'gaa']"
selalu penasaran deh ini klinik its itu lokasinya dimana  perasaan  pernah lihat,"['penasaran', 'deh', 'klinik', 'its', 'lokasinya', 'dimana', 'perasaan', 'lihat']"
 info superindo sekitar its  jual berbagai macem nasi itu ,"['info', 'superindo', 'its', 'jual', 'macem', 'nasi']"
  punya nomor gocar gaa soalnya kalo dari tanjung perak mesen gocar gabisa tia,"['nomor', 'gocar', 'gaa', 'kalo', 'tanjung', 'perak', 'mesen', 'gocar', 'gabisa', 'tia']"
 tanteku nanya,"['tanteku', 'nanya']"
kalau mau buat paspor buat  ktp non  dimana  dan prosedurnya gimana,"['paspor', 'ktp', 'non', 'dimana', 'prosedurnya', 'gimana']"
info perpus pusat buka  ngga ,"['info', 'perpus', 'pusat', 'buka', 'ngga']"
tujuan hidupmu   lagi lost interest sama apapun,"['tujuan', 'hidupmu', 'lost', 'interest', 'apapun']"
,[]
 info kos  sekitar keputih ,"['info', 'kos', 'keputih']"
kalian tanggal memilih masuk atau boloz,"['tanggal', 'memilih', 'masuk', 'boloz']"
kalo keluar pake fotocopy stnk bisa ,"['kalo', 'pake', 'fotocopy', 'stnk']"
ni jualan bolehnya hari  ,"['ni', 'jualan', 'bolehnya']"
 di parkiran mall pakuwon citytpgmpakuwon mall kalau keluar pake sntk fotocopy atau foto stnk bisa nggak soalnya stnk masih diurus buat perpanjangan,"['parkiran', 'mall', 'pakuwon', 'citytpgmpakuwon', 'mall', 'pake', 'sntk', 'fotocopy', 'foto', 'stnk', 'nggak', 'stnk', 'diurus', 'perpanjangan']"
capek juga nungguin orang putus,"['capek', 'nungguin', 'orang', 'putus']"
dipikirpikir l gada  menonjol  lebih menonjol l  si,"['dipikirpikir', 'l', 'gada', 'menonjol', 'menonjol', 'l', 'si']"
mau tanya  ,[]
 kerja part time minggu dapet k itu woth it kan nggak setiap hari dan kerjanya kek di cateringan gitu hehe d,"['kerja', 'part', 'time', 'minggu', 'dapet', 'k', 'woth', 'it', 'nggak', 'kerjanya', 'kek', 'cateringan', 'gitu', 'hehe', 'd']"
  motornya gadipake disewain buat tanggal  buat feenya nanti di dm bisa dibicarain,"['motornya', 'gadipake', 'disewain', 'tanggal', 'feenya', 'dm', 'dibicarain']"
mau temenan sama anak boleh  hehe,"['temenan', 'anak', 'hehe']"
,[]
j one bukanya kapan ,"['j', 'one', 'bukanya']"
buat kaliankalian  lagi bingungg terkait s di luar negerii bole banget nii ikutan acara sharing session s dari aiche its sc tanggal besokk yuk yuuukk langsung aja daftarr pematerinya no kalengkaleng  free essay review juga looh yakali  skuyy,"['kaliankalian', 'bingungg', 'terkait', 's', 'negerii', 'bole', 'banget', 'nii', 'ikutan', 'acara', 'sharing', 'session', 's', 'aiche', 'its', 'sc', 'tanggal', 'besokk', 'yuk', 'yuuukk', 'langsung', 'aja', 'daftarr', 'pematerinya', 'no', 'kalengkaleng', 'free', 'essay', 'review', 'looh', 'yakali', 'skuyy']"
cara punya license microsoft buat word,"['license', 'microsoft', 'word']"
sego jamoer deket sakinah udah buka   atau masih libur,"['sego', 'jamoer', 'deket', 'sakinah', 'udah', 'buka', 'libur']"
 menurut kalian aku daftar lumbung karya nya expo   insecure kalo karyaku nnti malah jelekinmana nnti bakal dipajang trs diliat banyak orang,"['daftar', 'lumbung', 'karya', 'nya', 'expo', 'insecure', 'kalo', 'karyaku', 'nnti', 'jelekinmana', 'nnti', 'dipajang', 'trs', 'diliat', 'orang']"
beritau buku bacaan fiksisejarah kalian  bagus itu,"['beritau', 'buku', 'bacaan', 'fiksisejarah', 'bagus']"
jabodetabek gang libur utbk pada balik gak nich,"['jabodetabek', 'gang', 'libur', 'utbk', 'gak', 'nich']"
permisi  dan  semuanya bolehkah meluangkan waktunya sebentar untuk mengisi survei kami mengenai ateisme di its  isi ini boleh siapa aja kok,"['permisi', 'meluangkan', 'sebentar', 'mengisi', 'survei', 'ateisme', 'its', 'isi', 'aja']"
   keterima iisma kalian keren banget sy jg mau,"['keterima', 'iisma', 'keren', 'banget', 'sy', 'jg']"
info jual ketupat lebaran  sender blm makan ketupat,"['info', 'jual', 'ketupat', 'lebaran', 'sender', 'blm', 'makan', 'ketupat']"
ini kan  libur lebaran sama utbk,"['libur', 'lebaran', 'utbk']"
oprec staff gerigi kapan ,"['oprec', 'staff', 'gerigi']"
kalo kayak gini berarti liburnya bakal jadi lebih awal kah terus eas nya jadi kapan  sender buruburu pengen liburan,"['kalo', 'kayak', 'gini', 'liburnya', 'kah', 'eas', 'nya', 'sender', 'buruburu', 'pengen', 'liburan']"
ikut makrab bem  tidak ,"['makrab', 'bem']"
ikut ini worth it bgt  si khususnya anak elektro,"['worth', 'it', 'bgt', 'si', 'anak', 'elektro']"
info buat  bertanya tanya,['info']
kapan fess centang biru,"['fess', 'centang', 'biru']"
setelah gerigi kita beneran selesai banget nih kita ngga bisa saling berbagi kaya dulu dan kamu ngga mau sebut namaku lagi,"['gerigi', 'beneran', 'selesai', 'banget', 'nih', 'ngga', 'berbagi', 'kaya', 'ngga', 'namaku']"
info bursa calon ketua gerigi,"['info', 'bursa', 'calon', 'ketua', 'gerigi']"
selamat tinggal kampung halaman,"['selamat', 'tinggal', 'kampung', 'halaman']"
barangkali   masih cari buku ini krn males bawa balik ke kos,"['barangkali', 'cari', 'buku', 'krn', 'males', 'bawa', 'kos']"
,[]
guys kalian  pulang pake pesawat pernah nemu ojek diemdiem di area bendara gak mau ngeluarin uang ribu an itu berat bgt,"['guys', 'pulang', 'pake', 'pesawat', 'nemu', 'ojek', 'diemdiem', 'area', 'bendara', 'gak', 'ngeluarin', 'uang', 'ribu', 'an', 'berat', 'bgt']"
,[]
hallo boleh minta rekomendasi gereja kristen terdekat dari its kah,"['hallo', 'rekomendasi', 'gereja', 'kristen', 'terdekat', 'its', 'kah']"
halo  tanya  jadwal tpka di web itu keluarnya emang baru  h jam kah atau   tau liat jadwalnya dimana makasiih,"['halo', 'jadwal', 'tpka', 'web', 'keluarnya', 'emang', 'h', 'jam', 'kah', 'tau', 'liat', 'jadwalnya', 'dimana', 'makasiih']"
parkiran penting kamar tidak melalu tangga tidak berada pada tingkat kamar mandi dalam jika ,"['parkiran', 'kamar', 'melalu', 'tangga', 'tingkat', 'kamar', 'mandi']"
mbakmbak info kost cewek di prumdos blok depan  blok j dan temantemannya  kosong mulai juliagustus atau kosong sekarang jg gas kualifikasinya kamar luas penting  jendela keluar penting ac jika  dapur bersama kulkas penting,"['mbakmbak', 'info', 'kost', 'cewek', 'prumdos', 'blok', 'blok', 'j', 'temantemannya', 'kosong', 'juliagustus', 'kosong', 'jg', 'gas', 'kualifikasinya', 'kamar', 'luas', 'jendela', 'ac', 'dapur', 'kulkas']"
dengan bangganya kuceritakan kamu kepada teman temanku padahal kamu belum sempat tuk kumiliki,"['bangganya', 'kuceritakan', 'teman', 'temanku', 'tuk', 'kumiliki']"
  pernah naik kereta tapi make tiket bukan atas nama sendiri ini kasusnya klo berangkat wajib cek ktp dan beda gender,"['kereta', 'make', 'tiket', 'nama', 'kasusnya', 'klo', 'berangkat', 'wajib', 'cek', 'ktp', 'beda', 'gender']"
tes tefl ulang di upt bahasa berapaan  ,"['tes', 'tefl', 'ulang', 'upt', 'bahasa', 'berapaan']"
 utbk gel  kl  libur ,"['utbk', 'gel', 'kl', 'libur']"
berada di bangku sma atau sederajat,"['bangku', 'sma', 'sederajat']"
panggilan kepada siswai smasederajat sebentar lagi teknik mesin its akan mengadakan acara mechanical city vi nih beberapa rangkaian acaranya akan melibatkan siswai sma atau sederajat  pastinya bermanfaat dan berhadiah juga lho untuk kalian  sedang,"['panggilan', 'siswai', 'smasederajat', 'sebentar', 'teknik', 'mesin', 'its', 'mengadakan', 'acara', 'mechanical', 'city', 'vi', 'nih', 'rangkaian', 'acaranya', 'melibatkan', 'siswai', 'sma', 'sederajat', 'pastinya', 'bermanfaat', 'berhadiah', 'lho']"
saran kado buat  dongg selain kaoss yaa huhu soalnya takut pegat kalau kasih kaos,"['saran', 'kado', 'dongg', 'kaoss', 'yaa', 'huhu', 'takut', 'pegat', 'kasih', 'kaos']"
libur utbk seminggu  berapa hari ,"['libur', 'utbk', 'seminggu']"
stop ngerendahin anak mandiri kenapa si mereka mandiri juga gapakai uangmu,"['stop', 'ngerendahin', 'anak', 'mandiri', 'si', 'mandiri', 'gapakai', 'uangmu']"
guys sender mau join tim inii,"['guys', 'sender', 'join', 'tim', 'inii']"
permisi masmbak ahli per part timean kalian mencari info part time dimana  sender sulit bgt nyarinya terimss,"['permisi', 'masmbak', 'ahli', 'part', 'timean', 'mencari', 'info', 'part', 'time', 'dimana', 'sender', 'sulit', 'bgt', 'nyarinya', 'terimss']"
masuk tanggal berapa ,"['masuk', 'tanggal']"
sender maba dan untuk ikut ukm penalaran udh telat  bisa coba di tahun kedua perkuliahan   atau  club riset gitu   soalnya pengen join lombalomba riset lagi,"['sender', 'maba', 'ukm', 'penalaran', 'udh', 'telat', 'coba', 'perkuliahan', 'club', 'riset', 'gitu', 'pengen', 'join', 'lombalomba', 'riset']"
siapapun tolong isiin kuesioner ku dongg,"['tolong', 'isiin', 'kuesioner', 'ku', 'dongg']"
,[]
 sender maba pengen bgtt join tim robot kira udah terlambat  belum ,"['sender', 'maba', 'pengen', 'bgtt', 'join', 'tim', 'robot', 'udah', 'terlambat']"
dosen kan cuti pns sampe hari ini,"['dosen', 'cuti', 'pns', 'sampe']"
guys   mau ikut ideathon catalyst sre ub tp deadline abstract hari ini jadi agak ngebut sender udah  ide kok,"['guys', 'ideathon', 'catalyst', 'sre', 'ub', 'tp', 'deadline', 'abstract', 'ngebut', 'sender', 'udah', 'ide']"
sebagai mahasiswa,['mahasiswa']
biasanya kalo divisi kamzin interviewnya ditanyain  aja yaaa,"['kalo', 'divisi', 'kamzin', 'interviewnya', 'ditanyain', 'aja', 'yaaa']"
tombo luweprasmanan buka ,"['tombo', 'luweprasmanan', 'buka']"
info kos atau tempat nginep harian  sender udh otw balik  cmn lupa kuncinya dibawa   jaga temen sender pada balik semua,"['info', 'kos', 'nginep', 'harian', 'sender', 'udh', 'otw', 'cmn', 'lupa', 'kuncinya', 'dibawa', 'jaga', 'temen', 'sender']"
wtb tab or ipad,"['wtb', 'tab', 'or', 'ipad']"
mending beli ipad atau ganti macbook,"['mending', 'beli', 'ipad', 'ganti', 'macbook']"
ngerjain tugas juga lebih enak,"['ngerjain', 'tugas', 'enak']"
hai hai,"['hai', 'hai']"
 ,[]
,[]
pesen gojek jam aman   ke gubeng kira kira dapet driver  jam segitu,"['pesen', 'gojek', 'jam', 'aman', 'gubeng', 'dapet', 'driver', 'jam', 'segitu']"
 mmf klo oot,"['mmf', 'klo', 'oot']"
 udah pengen balik kos,"['udah', 'pengen', 'kos']"
info kos cewek budget maks rbbulan area gebangkeputih  ,"['info', 'kos', 'cewek', 'budget', 'maks', 'rbbulan', 'area', 'gebangkeputih']"
disini jualan boleh nya hari  ,"['jualan', 'nya']"
sender  dan baru tau abis liat vid tt tentang nge like sg,"['sender', 'tau', 'abis', 'liat', 'vid', 'tt', 'nge', 'like', 'sg']"
mandi bola tuh maksudnya ,"['mandi', 'bola', 'tuh', 'maksudnya']"
info kos  di perumdos u  berac plisss,"['info', 'kos', 'perumdos', 'u', 'berac', 'plisss']"
tutorial interview agar tidak grogi dongg,"['tutorial', 'interview', 'grogi', 'dongg']"
halo  mutualan twt yo,"['halo', 'mutualan', 'twt', 'yo']"
haloo kirakira disini   bersedia isi survey ngga  sender lagi butuh responden mahasiswa its bebas semua angkatan,"['haloo', 'kirakira', 'bersedia', 'isi', 'survey', 'ngga', 'sender', 'butuh', 'responden', 'mahasiswa', 'its', 'bebas', 'angkatan']"
 mau nanya,['nanya']
  adakah  mau ngasih tutor matfis buat persiapan ujian mandiri temenku   nyari tutor anak its mungkin mafiki ajaa atau matfis aja makasihh,"['adakah', 'ngasih', 'tutor', 'matfis', 'persiapan', 'ujian', 'mandiri', 'temenku', 'nyari', 'tutor', 'anak', 'its', 'mafiki', 'ajaa', 'matfis', 'aja', 'makasihh']"
 rekomendasiin merk safety shoes buat cowok dongg,"['rekomendasiin', 'merk', 'safety', 'shoes', 'cowok', 'dongg']"
 ikut pmw atau iyt,"['pmw', 'iyt']"
,[]
tim nasgor coklat atau merah itu nasgor  api neraka,"['tim', 'nasgor', 'coklat', 'merah', 'nasgor', 'api', 'neraka']"
kalo kalian kerja cuman sabtu minggu terus bulan gajinya juta,"['kalo', 'kerja', 'cuman', 'sabtu', 'minggu', 'gajinya', 'juta']"
permisi mbakmas semua,"['permisi', 'mbakmas']"
 anak tekpal,"['anak', 'tekpal']"
kalo ke malang tanggal seginian kirakira padet   di sananya juga kirakira padet ngga,"['kalo', 'malang', 'tanggal', 'seginian', 'kirakira', 'padet', 'sananya', 'kirakira', 'padet', 'ngga']"
info tanggal libur sem,"['info', 'tanggal', 'libur', 'sem']"
graha parkirnya berbayar  sampe sekarang soalnya ak lihat diartikel katanya berbayar butuh buat tugas,"['graha', 'parkirnya', 'berbayar', 'sampe', 'ak', 'lihat', 'diartikel', 'berbayar', 'butuh', 'tugas']"
menurut kalian pepaya di sayur tuh aneh ,"['pepaya', 'sayur', 'tuh', 'aneh']"
kalian  dibesarin  sendiri di keluarga,"['dibesarin', 'keluarga']"
klo ngajak kating sosil enaknya cangs dmn ,"['klo', 'ngajak', 'kating', 'sosil', 'enaknya', 'cangs', 'dmn']"
iup sama reguler jurusan kalian nyatu    kesenjangan,"['iup', 'reguler', 'jurusan', 'nyatu', 'kesenjangan']"
tolong ini tempat makan  buka sekitar keputih  aja sender uda capek nyarinya,"['tolong', 'makan', 'buka', 'keputih', 'aja', 'sender', 'uda', 'capek', 'nyarinya']"
,[]
info kos  keputih perintis  ac max jt  ,"['info', 'kos', 'keputih', 'perintis', 'ac', 'max', 'jt']"
info trit au asik n gemoy kesayangan klean,"['info', 'trit', 'au', 'asik', 'n', 'gemoy', 'kesayangan', 'klean']"
  ngajuin surat rekom tidak mendapat beasiswa lain di studconnect kalo udh semingguan lebih blm keproses mending konfirm ke doswal atau ditunggu aja mau cht doswal soalnya masi libur lebaran juga,"['ngajuin', 'surat', 'rekom', 'beasiswa', 'studconnect', 'kalo', 'udh', 'semingguan', 'blm', 'keproses', 'mending', 'konfirm', 'doswal', 'ditunggu', 'aja', 'cht', 'doswal', 'masi', 'libur', 'lebaran']"
saran kado buat   ,"['saran', 'kado']"
spill kopi terampuh bikin melek dan bikin otak optimalterinspirasi,"['spill', 'kopi', 'terampuh', 'bikin', 'melek', 'bikin', 'otak', 'optimalterinspirasi']"
menurut kalian pdkt tu idealnya min brp bulan,"['pdkt', 'tu', 'idealnya', 'min', 'brp']"
i wanna ruin our friendship,"['i', 'wan', 'na', 'ruin', 'our', 'friendship']"
ure so attractive,"['ure', 'so', 'attractive']"
your beauty is like a geometric shape,"['your', 'beauty', 'is', 'like', 'a', 'geometric', 'shape']"
   pernah dapet tugas hafalan quran matkul agama,"['dapet', 'tugas', 'hafalan', 'quran', 'matkul', 'agama']"
tunjuk sinii thr matkul kalian,"['sinii', 'thr', 'matkul']"
haha people come and go haha,"['haha', 'people', 'come', 'and', 'go', 'haha']"
infoo pendaftaran kkn masih  ta ,"['infoo', 'pendaftaran', 'kkn', 'ta']"
  masi les di ef aku mau tanya soalnya,"['masi', 'les', 'ef']"
,[]
spill powerbank terawet andalan kalian  bisa masuk cabin pesawat dongg,"['spill', 'powerbank', 'terawet', 'andalan', 'masuk', 'cabin', 'pesawat', 'dongg']"
cara ngurus ktm bni  ilang gmn  ,"['ngurus', 'ktm', 'bni', 'ilang', 'gmn']"
,[]
 spill kerjaan kalian  buat nambah cuan,"['spill', 'kerjaan', 'nambah', 'cuan']"
spill merk earphone bluetooth  awet dongs,"['spill', 'merk', 'earphone', 'bluetooth', 'awet', 'dongs']"
mau nanya kalo segini buat autocad,"['nanya', 'kalo', 'segini', 'autocad']"
sakinah buka nggak,"['sakinah', 'buka', 'nggak']"
beli koper buat bolakbalik rumah too much   sender dua kali bolakbalik biasanya pake tas travel jinjing dan jujur ngerasa cape bgt walaupun masih kuat angkatnya tangan kapalan tia,"['beli', 'koper', 'bolakbalik', 'rumah', 'too', 'much', 'sender', 'kali', 'bolakbalik', 'pake', 'tas', 'travel', 'jinjing', 'jujur', 'ngerasa', 'cape', 'bgt', 'kuat', 'angkatnya', 'tangan', 'kapalan', 'tia']"
info kos  di perumdos u  urgentt,"['info', 'kos', 'perumdos', 'u', 'urgentt']"
utbk glmbng tgl kan libur itu beneran libur atau online kuliahnya seminggu kan,"['utbk', 'glmbng', 'tgl', 'libur', 'beneran', 'libur', 'online', 'kuliahnya', 'seminggu']"
  tau tmpt penitipan barang selama libur gt  kos sender selesai juni mau pindah di agustus,"['tau', 'tmpt', 'penitipan', 'barang', 'libur', 'gt', 'kos', 'sender', 'selesai', 'juni', 'pindah', 'agustus']"
kalian balik ke  tanggal berapa,['tanggal']
,[]
  tins nrp udah   punya belum,"['tins', 'nrp', 'udah']"
 ,[]
cape gasii tiap ditanya orang kuliah jurusan  mesti perlu jelasin karena jurusannya kurang umum,"['cape', 'gasii', 'orang', 'kuliah', 'jurusan', 'mesti', 'jelasin', 'jurusannya']"
info barengan buat ke  anak plat k kalo bisa  motoran,"['info', 'barengan', 'anak', 'plat', 'k', 'kalo', 'motoran']"
,[]
ayang why are you so unnecessary mean to me,"['ayang', 'why', 'are', 'you', 'so', 'unnecessary', 'mean', 'to', 'me']"
easminggu tanggal berapa ,"['easminggu', 'tanggal']"
ktm mandiri bisa buat etoll  sih,"['ktm', 'mandiri', 'etoll', 'sih']"
ayang i miss our random latenight conversation,"['ayang', 'i', 'miss', 'our', 'random', 'latenight', 'conversation']"
 tolong diisi yaaa terima kasiiii,"['tolong', 'diisi', 'yaaa', 'terima', 'kasiiii']"
info sdh  ayang blm kak,"['info', 'sdh', 'ayang', 'blm', 'kak']"
haloo aku jual tab huawei ts gb  minat komen nanti aku dm,"['haloo', 'jual', 'tab', 'huawei', 'ts', 'gb', 'minat', 'komen', 'dm']"
ayang nrp i have crush on you,"['ayang', 'nrp', 'i', 'have', 'crush', 'on', 'you']"
ayo berteman gaes,"['ayo', 'berteman', 'gaes']"
anak angkatan masih   pengen ikut iisma di periode selanjutnya  aku pengen ikut,"['anak', 'angkatan', 'pengen', 'iisma', 'periode', 'pengen']"
info kost putri  dalem kalo bisa kost exclusive,"['info', 'kost', 'putri', 'dalem', 'kalo', 'kost', 'exclusive']"
sakinah buka atau ngga  ,"['sakinah', 'buka', 'ngga']"
info   kenalan kating geomatika asal banyuwangi angkatan dongggg,"['info', 'kenalan', 'kating', 'geomatika', 'banyuwangi', 'angkatan', 'dongggg']"
kuliah dimana teknik ,"['kuliah', 'dimana', 'teknik']"
 info buat kalian  mau ngucapin hari raya idul fitri ke camer link website sender dm,"['info', 'ngucapin', 'raya', 'idul', 'fitri', 'camer', 'link', 'website', 'sender', 'dm']"
 utbknya gelombang doang  sama gelombang,"['utbknya', 'gelombang', 'doang', 'gelombang']"
statis nrp masih kosong  nya,"['statis', 'nrp', 'kosong', 'nya']"
for the pretty girl i met in math class,"['for', 'the', 'pretty', 'girl', 'i', 'met', 'in', 'math', 'class']"
fatal banget nunggak tugas minggu dan dosen tiba tiba tutup akses upload,"['fatal', 'banget', 'nunggak', 'tugas', 'minggu', 'dosen', 'tutup', 'akses', 'upload']"
,[]
maaf  kalo saya sebagai  elektro banyak salah,"['maaf', 'kalo', 'elektro', 'salah']"
guys minta paragraf maafmaafan buat dikirim ke camer  ehehehe,"['guys', 'paragraf', 'maafmaafan', 'dikirim', 'camer', 'ehehehe']"
minal aidin wal faizin buat  r aksi nirwasita,"['minal', 'aidin', 'wal', 'faizin', 'r', 'aksi', 'nirwasita']"
  persiapin buat dapet program exchange ke ln gak atau kayak iisma,"['persiapin', 'dapet', 'program', 'exchange', 'ln', 'gak', 'kayak', 'iisma']"
kalo mau minta surat rekomendasi beasiswa gitu harus ke tu yaa tu mulai buka lagi tanggal brp yaa   tau ,"['kalo', 'surat', 'rekomendasi', 'beasiswa', 'gitu', 'tu', 'yaa', 'tu', 'buka', 'tanggal', 'brp', 'yaa', 'tau']"
cara tau alumni jurusan sekarang kerja  aja di mana  ditanyain ortu,"['tau', 'alumni', 'jurusan', 'kerja', 'aja', 'ditanyain', 'ortu']"
saran tempat nongki paling pw di jalan tunjungan ini aku belom pernah kesana,"['saran', 'nongki', 'pw', 'jalan', 'tunjungan', 'belom', 'kesana']"
absen  baju lebarannya ijo sage,"['absen', 'baju', 'lebarannya', 'ijo', 'sage']"
selamat hari raya idul fitri mohon maaf lahir dan batin buat membantu temen temen rantau  gak pulang kampung,"['selamat', 'raya', 'idul', 'fitri', 'mohon', 'maaf', 'lahir', 'batin', 'membantu', 'temen', 'temen', 'rantau', 'gak', 'pulang', 'kampung']"
syapah  relate,"['syapah', 'relate']"
permisi adakah info kos putri di daerah bme  include ac makasi,"['permisi', 'adakah', 'info', 'kos', 'putri', 'daerah', 'bme', 'include', 'ac', 'makasi']"
shalat ied mulai jam berapa ,"['shalat', 'ied', 'jam']"
sudah khatam brp kali kamu di bulan puasa kali ini,"['khatam', 'brp', 'kali', 'puasa', 'kali']"
 tanya ,[]
username ryns,"['username', 'ryns']"
sbm ini aku  keterima lagi,"['sbm', 'keterima']"
malem takbiran malah sedih kepikiran ,"['malem', 'takbiran', 'sedih', 'kepikiran']"
 transkip nilai dalam bahasa inggris bisa kah,"['transkip', 'nilai', 'bahasa', 'inggris', 'kah']"
tutor to start a convo di bumble  anti mainstream ,"['tutor', 'to', 'start', 'a', 'convo', 'bumble', 'anti', 'mainstream']"
masuk tgl kan ges,"['masuk', 'tgl', 'ges']"
kalian dulu pernah percaya konspirasi  sender bumi datar tapi sekarang sender jurusan teknik geoxx jadi udah logout tobat,"['percaya', 'konspirasi', 'sender', 'bumi', 'datar', 'sender', 'jurusan', 'teknik', 'geoxx', 'udah', 'logout', 'tobat']"
capek banget jd bahan iri an kakak,"['capek', 'banget', 'jd', 'bahan', 'iri', 'an', 'kakak']"
motor lagi dipinjem,"['motor', 'dipinjem']"
tips and trick interview divisi sponsorship ,"['tips', 'and', 'trick', 'interview', 'divisi', 'sponsorship']"
kalo di asrama boleh bayar dan tinggal cmn sebulan aja nggak karna sender butuhnya sebulan doang,"['kalo', 'asrama', 'bayar', 'tinggal', 'cmn', 'sebulan', 'aja', 'nggak', 'karna', 'sender', 'butuhnya', 'sebulan', 'doang']"
info dosen  masih single,"['info', 'dosen', 'single']"
bagi meme lebaran buat basa basi sama gebetan  reks,"['meme', 'lebaran', 'basa', 'basi', 'gebetan', 'reks']"
kalian lebaran tim day  day kalian berharap dapet cat berapa,"['lebaran', 'tim', 'day', 'day', 'berharap', 'dapet', 'cat']"
gimana rasanya jadi mahasiswa mediocre di its,"['gimana', 'mahasiswa', 'mediocre', 'its']"
temen temen  minat di mining industry atau industri pertambangan sabi banget nih ikut,"['temen', 'temen', 'minat', 'mining', 'industry', 'industri', 'pertambangan', 'sabi', 'banget', 'nih']"
chat crush duluan buat say minal aidzin yay or nay konteksnya udah lama  chatan,"['chat', 'crush', 'duluan', 'say', 'minal', 'aidzin', 'yay', 'or', 'nay', 'konteksnya', 'udah', 'chatan']"
ceritain interview kepanitiaan  mau jadi sponsorship ,"['ceritain', 'interview', 'kepanitiaan', 'sponsorship']"
cara memaafkan dan mengikhlaskan seseorang  spesial tetapi malah meninggalkan gmn,"['memaafkan', 'mengikhlaskan', 'spesial', 'meninggalkan', 'gmn']"
bantuin milih dongg,"['bantuin', 'milih', 'dongg']"
ayang sekum himabits apakah sudah   punya,"['ayang', 'sekum', 'himabits']"
rumah kalian waktu lebaran unjungunjung jadi tempat transit orang ,"['rumah', 'lebaran', 'unjungunjung', 'transit', 'orang']"
kucingits  mau hidup lagi gitu terus urunan ngadain tnr steril kucing its biar lebih sejahtera,"['kucingits', 'hidup', 'gitu', 'urunan', 'ngadain', 'tnr', 'steril', 'kucing', 'its', 'biar', 'sejahtera']"
ingfo  solat idul fitri hari ini dimna ,"['ingfo', 'solat', 'idul', 'fitri', 'dimna']"
ayang  crush kapan bisa peka uncrush bener ngerusak mental,"['ayang', 'crush', 'peka', 'uncrush', 'bener', 'ngerusak', 'mental']"
of you,"['of', 'you']"
get to taste onejust like how i never felt your presence other than through the screen sliced fruits are always the epitome of forgiveness between a mother and her children,"['get', 'to', 'taste', 'onejust', 'like', 'how', 'i', 'never', 'felt', 'your', 'presence', 'other', 'than', 'through', 'the', 'screen', 'sliced', 'fruits', 'are', 'always', 'the', 'epitome', 'of', 'forgiveness', 'between', 'a', 'mother', 'and', 'her', 'children']"
